iter	Accuracy	Logloss
73	0.8065375303	0.4145045477
74	0.8072639225	0.4137459033
75	0.8069007264	0.4134618293
76	0.8065375303	0.4129665671
77	0.8066585956	0.4126015493
78	0.806779661	0.4119246587
79	0.8071428571	0.4114362895
80	0.8071428571	0.4110411761
81	0.8069007264	0.4107420021
82	0.8082324455	0.4101713576
83	0.8089588378	0.4094265472
84	0.8093220339	0.4087763859
85	0.8108958838	0.4079705343
86	0.8117433414	0.4071337231
87	0.8117433414	0.4062390998
88	0.812590799	0.4059672524
89	0.8127118644	0.4056453844
90	0.8129539952	0.4052546972
91	0.8131961259	0.4047555691
92	0.8131961259	0.4043151144
93	0.8138014528	0.4038301241
94	0.8144067797	0.4028378549
95	0.8150121065	0.4020346989
96	0.8151331719	0.4016100306
97	0.8147699758	0.4010075769
98	0.8147699758	0.4006421327
99	0.8151331719	0.3992185628
100	0.8157384988	0.3987604361
101	0.8168280872	0.3975089256
102	0.8173123487	0.3968583702
103	0.8173123487	0.3964532392
104	0.8182808717	0.3954671622
105	0.8194915254	0.3950844504
106	0.8199757869	0.3946720004
107	0.8204600484	0.3939209984
108	0.8209443099	0.3932304206
109	0.8211864407	0.3928521443
110	0.8223970944	0.3914660332
111	0.8226392252	0.390943776
112	0.8230024213	0.3897404395
113	0.8246973366	0.388281701
114	0.8246973366	0.387487681
115	0.8250605327	0.3865680743
116	0.8257869249	0.3854053372
117	0.8259079903	0.3848671568
118	0.8265133172	0.3843442324
119	0.8271186441	0.3838149927
120	0.8277239709	0.3832214335
121	0.8276029056	0.3827259967
122	0.8284503632	0.3823090001
123	0.8284503632	0.3816997471
124	0.8284503632	0.3814151524
125	0.8288135593	0.3808394601
126	0.8292978208	0.3798552495
127	0.8296610169	0.379063758
128	0.8309927361	0.3784646671
129	0.8309927361	0.3779690868
130	0.831598063	0.3774626928
131	0.8323244552	0.3769255871
132	0.8329297821	0.3762986912
133	0.833535109	0.3757135814
134	0.833535109	0.3748002847
135	0.8342615012	0.3738613433
136	0.8340193705	0.3734414858
137	0.8343825666	0.3727314626
138	0.8348668281	0.372444335
139	0.8357142857	0.3719396051
140	0.8358353511	0.3716885973
141	0.835472155	0.3711443052
142	0.8360774818	0.3704190711
143	0.8361985472	0.3699053688
144	0.8363196126	0.3691334999
145	0.836440678	0.3688109562
146	0.8366828087	0.3679820701
147	0.8371670702	0.3673705109
148	0.8381355932	0.3667469251
149	0.8381355932	0.3660320335
150	0.8384987893	0.3656788822
151	0.8387409201	0.3650846452
152	0.8389830508	0.3646050569
153	0.8391041162	0.3640696895
154	0.8392251816	0.3637100846
155	0.8397094431	0.3634908835
156	0.8404358354	0.3628718859
157	0.8409200969	0.362457439
158	0.8411622276	0.3619784549
159	0.841283293	0.3613940554
160	0.8417675545	0.3608929803
161	0.8424939467	0.3605447091
162	0.8427360775	0.3601696135
163	0.8429782082	0.359757631
164	0.8435835351	0.3593449424
165	0.8437046005	0.3589093736
166	0.8434624697	0.3584517656
167	0.8439467312	0.3575583449
168	0.8443099274	0.3571899869
169	0.8446731235	0.3567589451
170	0.8452784504	0.3563014885
171	0.8458837772	0.3554179552
172	0.846125908	0.3550406843
173	0.8458837772	0.3544695881
174	0.8458837772	0.3542224655
175	0.846125908	0.3538399088
176	0.846125908	0.3534696769
177	0.8466101695	0.3529854847
178	0.8466101695	0.3527992808
179	0.8466101695	0.3523440569
180	0.8466101695	0.3520255746
181	0.8466101695	0.3517204589
182	0.8468523002	0.3510863975
183	0.8469733656	0.350593098
184	0.8469733656	0.3502285722
185	0.8469733656	0.3499100381
186	0.8475786925	0.3493110392
187	0.8478208232	0.3489739306
188	0.8479418886	0.3486824983
189	0.848062954	0.3481179128
190	0.8486682809	0.3474747234
191	0.8486682809	0.3471426618
192	0.849031477	0.3466849632
193	0.8489104116	0.3460550714
194	0.8493946731	0.3457735335
195	0.85	0.3454352853
196	0.8498789346	0.3448641409
197	0.8502421308	0.3442716851
198	0.8504842615	0.3435805613
199	0.8503631961	0.3432647071
200	0.8506053269	0.3429438424
201	0.8508474576	0.3424950574
202	0.8513317191	0.3422519432
203	0.8516949153	0.3419042971
204	0.8524213075	0.3413522967
205	0.8521791768	0.3411215674
206	0.851937046	0.3407251286
207	0.8523002421	0.3405108764
208	0.8524213075	0.3401086124
209	0.8524213075	0.3399217019
210	0.8526634383	0.3393494696
211	0.8532687651	0.3390567126
212	0.8535108959	0.3384065164
213	0.8537530266	0.3380698432
214	0.8535108959	0.337725357
215	0.8536319613	0.3373691832
216	0.8539951574	0.3369402987
217	0.8542372881	0.3365337543
218	0.8549636804	0.3359579018
219	0.8553268765	0.3356104543
220	0.855811138	0.335047169
221	0.8556900726	0.3346328168
222	0.8554479419	0.3341571531
223	0.8560532688	0.333507338
224	0.8565375303	0.3331672689
225	0.8569007264	0.3327642813
226	0.8570217918	0.3324660519
227	0.8575060533	0.3320695844
228	0.8582324455	0.3315758238
229	0.8582324455	0.3313251477
230	0.8589588378	0.3309553395
231	0.8589588378	0.3306346885
232	0.8590799031	0.3303986026
233	0.8592009685	0.3299655016
234	0.8598062954	0.3293677009
235	0.8600484262	0.3288512277
236	0.860653753	0.3285464409
237	0.8608958838	0.3283745179
238	0.8618644068	0.3281794864
239	0.8618644068	0.3278649138
240	0.8619854722	0.3275642884
241	0.8617433414	0.3271683595
242	0.8621065375	0.3268017321
243	0.8624697337	0.3264708625
244	0.8624697337	0.3261572327
245	0.8627118644	0.3257616914
246	0.8627118644	0.3253836463
247	0.8628329298	0.3251998688
248	0.8634382567	0.3246954805
249	0.8640435835	0.324196608
250	0.8640435835	0.3237031154
251	0.8640435835	0.323276495
252	0.8639225182	0.3229633096
253	0.8642857143	0.3223382575
254	0.864527845	0.3220991658
255	0.8647699758	0.3216490389
256	0.8656174334	0.3208465534
257	0.8657384988	0.3204732729
258	0.8656174334	0.3201573873
259	0.865496368	0.3199030746
260	0.8656174334	0.31961135
261	0.8658595642	0.3192506177
262	0.8665859564	0.3189023909
263	0.8671912833	0.3186035198
264	0.8671912833	0.3182778224
265	0.8679176755	0.317912679
266	0.8685230024	0.3175419619
267	0.8685230024	0.3171038151
268	0.8687651332	0.3168394229
269	0.8688861985	0.3165975713
270	0.8687651332	0.3163777049
271	0.8687651332	0.3160476499
272	0.8687651332	0.315609309
273	0.8690072639	0.3153388464
274	0.86937046	0.3146706576
275	0.86937046	0.3143412204
276	0.86937046	0.3142358897
277	0.8692493947	0.3140476296
278	0.8694915254	0.3139605817
279	0.8697336562	0.3136966247
280	0.8698547215	0.3131868418
281	0.8699757869	0.3126880892
282	0.8708232446	0.3119197012
283	0.8709443099	0.3115347101
284	0.8716707022	0.3108620456
285	0.8714285714	0.3105657862
286	0.8713075061	0.3100863515
287	0.8720338983	0.3098436281
288	0.8720338983	0.3095616994
289	0.8720338983	0.3092827677
290	0.8720338983	0.308860042
291	0.8722760291	0.308515655
292	0.8723970944	0.3080336728
293	0.8730024213	0.3077608059
294	0.8733656174	0.3074570071
295	0.8732445521	0.3072865193
296	0.8734866828	0.3071090724
297	0.8734866828	0.3068990425
298	0.8738498789	0.3065638795
299	0.8739709443	0.3061993401
300	0.8744552058	0.3056464859
301	0.8746973366	0.3054612278
302	0.8751815981	0.3051844629
303	0.8749394673	0.3048409188
304	0.8754237288	0.3046305001
305	0.8757869249	0.3043117467
306	0.8763922518	0.3039130919
307	0.8766343826	0.303602687
308	0.8766343826	0.3033686706
309	0.8767554479	0.3030703926
310	0.8767554479	0.3028079359
311	0.8771186441	0.3024467207
312	0.8773607748	0.3019684545
313	0.8774818402	0.3016474239
314	0.8776029056	0.3014959977
315	0.8778450363	0.3010987654
316	0.8777239709	0.3008770313
317	0.8780871671	0.3006623568
318	0.8783292978	0.3004804933
319	0.8783292978	0.3001942904
320	0.8783292978	0.2997470256
321	0.8784503632	0.2994673379
322	0.8788135593	0.2991496396
323	0.8791767554	0.2989012558
324	0.8792978208	0.2987164272
325	0.8801452785	0.2983892759
326	0.8800242131	0.2980058501
327	0.8800242131	0.2976843067
328	0.8805084746	0.2973212746
329	0.88062954	0.2969106808
330	0.8809927361	0.296375939
331	0.8811138015	0.2961316084
332	0.8811138015	0.2958843439
333	0.8809927361	0.2957197476
334	0.8819612591	0.2954813071
335	0.8823244552	0.2951355925
336	0.8826876513	0.2948561271
337	0.8830508475	0.2946255677
338	0.8828087167	0.2943983601
339	0.8834140436	0.2940928993
340	0.8836561743	0.2937529042
341	0.8840193705	0.2934444393
342	0.8838983051	0.2932971398
343	0.8837772397	0.2930751005
344	0.8841404358	0.2927451577
345	0.8841404358	0.2926102076
346	0.8846246973	0.2924448647
347	0.8848668281	0.2921208034
348	0.8848668281	0.2920570473
349	0.8851089588	0.2916811866
350	0.8852300242	0.2912211778
351	0.885472155	0.2909468687
352	0.886440678	0.2906174197
353	0.8859564165	0.2903449465
354	0.8865617433	0.2900693363
355	0.886440678	0.2897987342
356	0.8863196126	0.2895282285
357	0.8863196126	0.2893262925
358	0.8865617433	0.2889748348
359	0.8868038741	0.2888341968
360	0.887409201	0.2887216698
361	0.8876513317	0.2883036891
362	0.8880145278	0.2878643259
363	0.8882566586	0.2875112266
364	0.8884987893	0.2872246761
365	0.888377724	0.2870497547
366	0.8886198547	0.28675335
367	0.8887409201	0.2866301967
368	0.8888619855	0.2863789777
369	0.8888619855	0.2859637917
370	0.8888619855	0.285691061
371	0.8891041162	0.2853430511
372	0.8895883777	0.284979926
373	0.8901937046	0.284743497
374	0.8899515738	0.2844054967
375	0.8899515738	0.2841657901
376	0.8899515738	0.2839718737
377	0.8900726392	0.2836909829
378	0.8901937046	0.2834143151
379	0.8901937046	0.2831657632
380	0.8904358354	0.2829106251
381	0.89031477	0.2825949095
382	0.8904358354	0.2823835783
383	0.8905569007	0.2821999572
384	0.8904358354	0.2820367365
385	0.8904358354	0.2817942356
386	0.89031477	0.2815470219
387	0.89031477	0.281329861
388	0.89031477	0.2811937637
389	0.8904358354	0.2809981516
390	0.8909200969	0.2806173692
391	0.8909200969	0.2803525058
392	0.8914043584	0.28017633
393	0.891283293	0.2800804672
394	0.8914043584	0.2799069133
395	0.8918886199	0.279665892
396	0.8918886199	0.2794332754
397	0.8918886199	0.2793218698
398	0.8920096852	0.2791572577
399	0.8918886199	0.2787712239
400	0.892251816	0.2786098565
401	0.8918886199	0.2784264496
402	0.892251816	0.2780822427
403	0.8923728814	0.2778866084
404	0.8923728814	0.2776942343
405	0.8923728814	0.2774870229
406	0.8924939467	0.2773387175
407	0.8928571429	0.2770662578
408	0.8933414044	0.2768589787
409	0.8937046005	0.2766407303
410	0.8933414044	0.2762479266
411	0.8933414044	0.2760150794
412	0.8933414044	0.2758070206
413	0.8933414044	0.2755782096
414	0.8940677966	0.2751607856
415	0.8940677966	0.2748668816
416	0.8943099274	0.2746860389
417	0.8943099274	0.2743871927
418	0.8947941889	0.2741336607
419	0.8946731235	0.2738591268
420	0.8949152542	0.2736168165
421	0.8952784504	0.2734273027
422	0.8952784504	0.2732646482
423	0.8957627119	0.2729898702
424	0.8958837772	0.2726760453
425	0.8957627119	0.2723923066
426	0.8958837772	0.2720699992
427	0.8958837772	0.2719170028
428	0.8958837772	0.2716985471
429	0.8963680387	0.271430544
430	0.8966101695	0.271228169
431	0.8966101695	0.2710737277
432	0.8966101695	0.2708945321
433	0.8969733656	0.2706253212
434	0.8972154964	0.2704508021
435	0.8973365617	0.2701606269
436	0.8975786925	0.2699063681
437	0.8979418886	0.2696931875
438	0.8979418886	0.2694671896
439	0.8978208232	0.2692949017
440	0.8979418886	0.2692020931
441	0.898062954	0.2689405069
442	0.898062954	0.2687513789
443	0.8981840194	0.2685411502
444	0.8984261501	0.2681911916
445	0.8985472155	0.2679336207
446	0.8987893462	0.2677181207
447	0.8989104116	0.2674827016
448	0.8991525424	0.2673570659
449	0.8993946731	0.2670717967
450	0.8993946731	0.2670222977
451	0.8996368039	0.2667723981
452	0.8998789346	0.2665389034
453	0.9	0.2663922607
454	0.8997578692	0.2661256389
455	0.8996368039	0.2659583159
456	0.9	0.265708166
457	0.9001210654	0.2653348826
458	0.9001210654	0.2651886213
459	0.9001210654	0.2649218631
460	0.9003631961	0.2645832673
461	0.9001210654	0.264371882
462	0.9004842615	0.2642294094
463	0.9006053269	0.264075547
464	0.900968523	0.2638568196
465	0.9008474576	0.263597974
466	0.9010895884	0.2634497758
467	0.9010895884	0.2633245638
468	0.9010895884	0.2631618872
469	0.9013317191	0.2628168572
470	0.9015738499	0.2627203094
471	0.9018159806	0.2624330816
472	0.9018159806	0.262242174
473	0.9018159806	0.2620329366
474	0.9015738499	0.2618228117
475	0.9015738499	0.2615570522
476	0.9014527845	0.2614045654
477	0.9018159806	0.2610836415
478	0.9023002421	0.2608574028
479	0.9023002421	0.2606965423
480	0.9023002421	0.2604256712
481	0.9025423729	0.2600836715
482	0.9030266344	0.2597954892
483	0.9030266344	0.2596264352
484	0.9027845036	0.2594811614
485	0.9027845036	0.259277318
486	0.9027845036	0.2590390879
487	0.9027845036	0.2588168649
488	0.9030266344	0.2585413913
489	0.902905569	0.258432888
490	0.9030266344	0.2582984258
491	0.902905569	0.2581520131
492	0.9032687651	0.257841867
493	0.9035108959	0.2576341801
494	0.9036319613	0.2574728302
495	0.9036319613	0.257290213
496	0.9037530266	0.2570512673
497	0.9041162228	0.256663608
498	0.9041162228	0.2564650295
499	0.9041162228	0.2562024053
500	0.9044794189	0.256052057
501	0.904842615	0.2558235496
502	0.9050847458	0.2556471791
503	0.9052058111	0.2553842201
504	0.9049636804	0.255185879
505	0.9050847458	0.2550059241
506	0.9053268765	0.2548564219
507	0.9052058111	0.2544978962
508	0.9055690073	0.2543197543
509	0.905811138	0.2542074243
510	0.9064164649	0.2539126297
511	0.9065375303	0.2537711806
512	0.9064164649	0.2536013514
513	0.9064164649	0.2534536782
514	0.9065375303	0.2532119858
515	0.906779661	0.2529184008
516	0.9069007264	0.2528097202
517	0.9071428571	0.2526004164
518	0.9070217918	0.2524693573
519	0.9066585956	0.2521545396
520	0.9066585956	0.2519840778
521	0.9070217918	0.2516903218
522	0.9072639225	0.2514901087
523	0.9072639225	0.2512203499
524	0.9072639225	0.2510936001
525	0.9072639225	0.2509684013
526	0.9075060533	0.2507812915
527	0.9072639225	0.2505499568
528	0.9075060533	0.2503519455
529	0.9078692494	0.250205398
530	0.9079903148	0.2499504578
531	0.9081113801	0.2498410229
532	0.9083535109	0.2495987386
533	0.9083535109	0.249428213
534	0.9082324455	0.249301126
535	0.9083535109	0.2491327831
536	0.9088377724	0.2489958344
537	0.908716707	0.2487669608
538	0.9085956416	0.24865741
539	0.9084745763	0.2485019095
540	0.9088377724	0.2482906822
541	0.908716707	0.2481497496
542	0.9088377724	0.2479226439
543	0.9089588378	0.2477659015
544	0.9089588378	0.2476490629
545	0.9089588378	0.247478299
546	0.9090799031	0.2473711949
547	0.9093220339	0.2471953231
548	0.9095641646	0.247079147
549	0.9094430993	0.2469536312
550	0.9095641646	0.2468760597
551	0.9095641646	0.2467132094
552	0.9095641646	0.2464867899
553	0.9092009685	0.2462831463
554	0.9092009685	0.2461909355
555	0.9093220339	0.2460732477
556	0.9093220339	0.2459556991
557	0.9093220339	0.2458129916
558	0.9094430993	0.2455469909
559	0.9094430993	0.2453124577
560	0.9095641646	0.2450836837
561	0.9095641646	0.2449237106
562	0.90968523	0.2447897783
563	0.9099273608	0.2446185661
564	0.9101694915	0.2443189596
565	0.9102905569	0.244186791
566	0.9102905569	0.243988581
567	0.910653753	0.2437796544
568	0.9107748184	0.243660449
569	0.9107748184	0.2434699053
570	0.9108958838	0.2433865914
571	0.9108958838	0.243269931
572	0.9105326877	0.2430983446
573	0.9110169492	0.2428726711
574	0.9111380145	0.2427296483
575	0.9113801453	0.24236784
576	0.9112590799	0.2420906688
577	0.9113801453	0.2419699871
578	0.9117433414	0.2417180508
579	0.9119854722	0.2416231142
580	0.9122276029	0.2414254293
581	0.9122276029	0.241261204
582	0.9128329298	0.2410953917
583	0.9127118644	0.2408296969
584	0.9131961259	0.2405990857
585	0.9133171913	0.2404272237
586	0.9129539952	0.2402292854
587	0.9129539952	0.2400071248
588	0.9129539952	0.2398262946
589	0.913559322	0.2395288964
590	0.9133171913	0.2394143597
591	0.9136803874	0.2393357545
592	0.9138014528	0.2391215515
593	0.9138014528	0.2389830686
594	0.9139225182	0.2387798063
595	0.9140435835	0.2385645271
596	0.914527845	0.238252565
597	0.914527845	0.2381209907
598	0.9146489104	0.2379805371
599	0.914527845	0.2379006306
600	0.9147699758	0.237751442
601	0.9150121065	0.2375694071
602	0.9150121065	0.2374217065
603	0.9152542373	0.2372194842
604	0.9153753027	0.2370178059
605	0.9158595642	0.2368138324
606	0.9158595642	0.2366606904
607	0.9159806295	0.2365215311
608	0.9161016949	0.2362936195
609	0.9162227603	0.2360001747
610	0.9161016949	0.2357755557
611	0.9161016949	0.2356670931
612	0.9162227603	0.2354444462
613	0.9162227603	0.2352702624
614	0.9167070218	0.2349977388
615	0.9165859564	0.2347853985
616	0.9167070218	0.2345414056
617	0.9168280872	0.2343653309
618	0.9169491525	0.2341276422
619	0.9169491525	0.234052949
620	0.9170702179	0.2337081784
621	0.9175544794	0.2335607092
622	0.9171912833	0.2334038004
623	0.9179176755	0.2331905642
624	0.9176755448	0.2330613007
625	0.9176755448	0.2328279793
626	0.9177966102	0.232647941
627	0.9177966102	0.2325455836
628	0.9179176755	0.232368331
629	0.9181598063	0.2321405327
630	0.9181598063	0.2320579144
631	0.9182808717	0.2319262144
632	0.9182808717	0.231857571
633	0.9181598063	0.2317423986
634	0.9180387409	0.2316707962
635	0.9180387409	0.231474432
636	0.9181598063	0.2313238545
637	0.9180387409	0.2311663026
638	0.9182808717	0.2310895101
639	0.9186440678	0.2309096401
640	0.9187651332	0.2307518512
641	0.9186440678	0.2306628987
642	0.9187651332	0.2305256986
643	0.9186440678	0.230237522
644	0.9188861985	0.230076887
645	0.9190072639	0.2299408793
646	0.9190072639	0.229859125
647	0.9192493947	0.2296900205
648	0.9196125908	0.2294917383
649	0.9199757869	0.2292896233
650	0.9198547215	0.229201578
651	0.9197336562	0.2290833614
652	0.9200968523	0.2289671268
653	0.9204600484	0.2287717423
654	0.9205811138	0.2286269877
655	0.9207021792	0.2284286108
656	0.9203389831	0.2282726633
657	0.9204600484	0.2281225469
658	0.9204600484	0.2279738076
659	0.9207021792	0.2278802392
660	0.9208232446	0.2277602356
661	0.9209443099	0.2275703927
662	0.9208232446	0.2274833623
663	0.9205811138	0.2272941528
664	0.9209443099	0.2272178685
665	0.9210653753	0.2270934234
666	0.9213075061	0.2269666411
667	0.9209443099	0.2269056463
668	0.9210653753	0.2267888714
669	0.9211864407	0.2267296948
670	0.9213075061	0.2264706184
671	0.9214285714	0.2263304431
672	0.9217917676	0.2260536605
673	0.9217917676	0.2258291678
674	0.9217917676	0.2257284745
675	0.9215496368	0.2256355689
676	0.9215496368	0.2255381723
677	0.9213075061	0.2252850978
678	0.9221549637	0.2250952558
679	0.9221549637	0.224940275
680	0.9225181598	0.2247613864
681	0.9222760291	0.2245942572
682	0.9223970944	0.2244151202
683	0.9221549637	0.2243133047
684	0.9221549637	0.2241530673
685	0.9221549637	0.2238783908
686	0.9221549637	0.2237805384
687	0.9222760291	0.223623226
688	0.9222760291	0.2234449235
689	0.9222760291	0.2233941072
690	0.9222760291	0.2233029239
691	0.9222760291	0.2231767031
692	0.9222760291	0.2230659433
693	0.9221549637	0.2228216361
694	0.9222760291	0.2226687146
695	0.9222760291	0.2225508362
696	0.9221549637	0.2224378886
697	0.9222760291	0.222310606
698	0.9226392252	0.2220558869
699	0.9227602906	0.2218229407
700	0.9227602906	0.2217271954
701	0.9227602906	0.2215614306
702	0.9228813559	0.2214198025
703	0.9228813559	0.2213276891
704	0.9228813559	0.2210755586
705	0.9228813559	0.2208925628
706	0.9228813559	0.2208146493
707	0.9228813559	0.2207202367
708	0.9228813559	0.2206046348
709	0.9230024213	0.220419155
710	0.9227602906	0.2203513089
711	0.9230024213	0.2202628611
712	0.9228813559	0.220154531
713	0.9228813559	0.2200633042
714	0.9228813559	0.2199971217
715	0.9230024213	0.2198903256
716	0.9230024213	0.2198506263
717	0.9228813559	0.2197137251
718	0.9228813559	0.2196400365
719	0.9231234867	0.2195046272
720	0.9234866828	0.219320516
721	0.9236077482	0.2191625862
722	0.9237288136	0.2189357836
723	0.9239709443	0.2187098249
724	0.9242130751	0.2185740425
725	0.9242130751	0.2185150666
726	0.9242130751	0.2184387341
727	0.9242130751	0.2182456433
728	0.9243341404	0.2180867579
729	0.9243341404	0.2180069497
730	0.9242130751	0.2177754834
731	0.9245762712	0.2175811839
732	0.9245762712	0.2174614136
733	0.9246973366	0.2173513201
734	0.9248184019	0.2172699488
735	0.9248184019	0.2170671545
736	0.9251815981	0.2168979231
737	0.9251815981	0.216744224
738	0.9255447942	0.2165888324
739	0.9255447942	0.2164461041
740	0.9255447942	0.2163189062
741	0.9255447942	0.2161818113
742	0.9259079903	0.2160126191
743	0.9260290557	0.2159491222
744	0.9261501211	0.2157083721
745	0.9265133172	0.2155006777
746	0.9266343826	0.2153124051
747	0.9266343826	0.2149930326
748	0.9269975787	0.2148926061
749	0.9269975787	0.2147482526
750	0.9268765133	0.2146494483
751	0.9269975787	0.2145902765
752	0.9271186441	0.2145201327
753	0.9273607748	0.2143403708
754	0.9271186441	0.2142439225
755	0.9272397094	0.2141562006
756	0.9272397094	0.2140808293
757	0.9273607748	0.2139953709
758	0.9274818402	0.2138171955
759	0.9279661017	0.2135669174
760	0.9278450363	0.2133671911
761	0.9276029056	0.2131771944
762	0.9277239709	0.2130215078
763	0.9279661017	0.2128905779
764	0.9282082324	0.2127741657
765	0.9283292978	0.2126230372
766	0.9283292978	0.2125719232
767	0.9283292978	0.2124172744
768	0.9284503632	0.2123471144
769	0.9286924939	0.212236906
770	0.9288135593	0.2121392442
771	0.9291767554	0.2120477953
772	0.9291767554	0.2119008635
773	0.9292978208	0.2118083198
774	0.9292978208	0.2116914085
775	0.9291767554	0.2115357172
776	0.9290556901	0.2114461704
777	0.9294188862	0.2112525102
778	0.9292978208	0.2111436051
779	0.9294188862	0.2110235266
780	0.9296610169	0.2109232158
781	0.9294188862	0.2107692834
782	0.9296610169	0.2106480946
783	0.9297820823	0.2105261756
784	0.9299031477	0.2103845218
785	0.9294188862	0.2101986426
786	0.9297820823	0.2101114129
787	0.9296610169	0.2100654655
788	0.9295399516	0.2100277797
789	0.9296610169	0.2098717495
790	0.9294188862	0.2097012099
791	0.9296610169	0.2095891321
792	0.9296610169	0.2095257496
793	0.9299031477	0.2094038802
794	0.9297820823	0.2091732893
795	0.9299031477	0.2090322042
796	0.9302663438	0.2089112293
797	0.9303874092	0.2088414627
798	0.9305084746	0.208730949
799	0.9305084746	0.2085971719
800	0.9307506053	0.2083402837
801	0.9308716707	0.2082310262
802	0.9311138015	0.2081183393
803	0.9311138015	0.2080491028
804	0.9311138015	0.2079396413
805	0.9311138015	0.2078450245
806	0.9312348668	0.207796032
807	0.9313559322	0.2076432419
808	0.9314769976	0.2074082373
809	0.9313559322	0.2072480506
810	0.931598063	0.2071921187
811	0.9318401937	0.2069677253
812	0.9319612591	0.2068814479
813	0.9319612591	0.2067375646
814	0.9322033898	0.2066079082
815	0.9324455206	0.2065438662
816	0.9324455206	0.206485942
817	0.932566586	0.2063872481
818	0.9324455206	0.2063319566
819	0.9324455206	0.2061679394
820	0.9322033898	0.2059768222
821	0.9324455206	0.2058214976
822	0.9329297821	0.2056641664
823	0.9328087167	0.2055936911
824	0.9329297821	0.2055257004
825	0.9329297821	0.205369538
826	0.9328087167	0.205225254
827	0.9328087167	0.2051629232
828	0.9330508475	0.2049073911
829	0.9330508475	0.2048578257
830	0.9330508475	0.2048123745
831	0.9331719128	0.2046864137
832	0.9330508475	0.2046331791
833	0.933535109	0.2043950201
834	0.9332929782	0.204277946
835	0.933535109	0.2040908408
836	0.9336561743	0.2039455842
837	0.9337772397	0.2038286609
838	0.9338983051	0.2036355038
839	0.9338983051	0.2035953082
840	0.9341404358	0.2034737999
841	0.9341404358	0.2033322619
842	0.9342615012	0.2031691766
843	0.9341404358	0.2029720451
844	0.934503632	0.202857311
845	0.9343825666	0.2027716463
846	0.934503632	0.2026495131
847	0.934503632	0.2025607606
848	0.9348668281	0.2024914885
849	0.9347457627	0.2022791297
850	0.9346246973	0.2021299481
851	0.9348668281	0.2020075208
852	0.934503632	0.201847275
853	0.9348668281	0.2017655953
854	0.9348668281	0.2016855864
855	0.9348668281	0.2015675915
856	0.9349878935	0.2014250445
857	0.9353510896	0.2013592936
858	0.935472155	0.2012125366
859	0.935472155	0.2010423338
860	0.9355932203	0.2009390234
861	0.9357142857	0.2008246329
862	0.9357142857	0.2007226709
863	0.9360774818	0.2005268154
864	0.936440678	0.200359107
865	0.9366828087	0.2001126828
866	0.9366828087	0.1999777139
867	0.9366828087	0.1998761919
868	0.9372881356	0.1996952053
869	0.9371670702	0.1996180545
870	0.9375302663	0.1994927913
871	0.9376513317	0.1993052899
872	0.9376513317	0.1991872696
873	0.9376513317	0.1991240737
874	0.9375302663	0.1990351351
875	0.9376513317	0.1989137342
876	0.9376513317	0.198748629
877	0.9377723971	0.1986758034
878	0.9375302663	0.1986230999
879	0.9380145278	0.1984679515
880	0.9380145278	0.1983817811
881	0.9380145278	0.1982211756
882	0.9378934625	0.1980982752
